Feature,Mean_SHAP,Std_SHAP,Max_SHAP,Min_SHAP,Abs_Mean_SHAP,Positive_Count,Negative_Count,Zero_Count,Mean_Original_Value,Std_Original_Value,Correlation_SHAP_Original
Roadway Description,0.007676671,0.0049155033,0.009911288,-0.0041135917,0.008889937,155,27,0,-0.17079400996475175,0.884880018810085,-0.8603311561163288
CP Any Air Bags Deployed?,0.008847372,0.002996789,0.018811554,0.00013382948,0.008847372,182,0,0,-0.14437488563535836,0.9783630619141244,-0.147443315665632
Roadway Type,-0.007964546,0.0025498986,0.005004075,-0.010672843,0.008123994,3,179,0,0.115619502519988,0.9972218591212362,-0.08709532658324784
SV Contact Area - Front,0.00022277024,0.0045976494,0.0025540704,-0.014016771,0.0032064503,151,31,0,-0.21146060641372644,0.8176126938094579,-0.08376325997169252
CP Was Vehicle Towed?,0.0014367277,0.0002752981,0.002096338,0.0013218282,0.0014367277,182,0,0,-0.0880429568300448,0.9906724039960765,0.4250528174050933
SV Contact Area - Rear Left,-0.0011419257,3.4780874e-06,-0.0011343956,-0.0011435323,0.0011419257,0,182,0,0.050087290600064935,1.0319198596178127,-0.2270931163356661
Weather - Cloudy,-0.0007314673,0.00010807571,-0.0006850434,-0.001079927,0.0007314673,0,182,0,-0.04804090156086312,0.9336783630074564,0.06379488474213368
Mileage,0.00048730682,0.00012000244,0.00070728315,0.00042159818,0.00048730682,182,0,0,-0.035908524699258246,0.9172403193359261,-0.07607474738129677
SV Was Vehicle Towed?,0.000108076114,0.0007484421,0.0002577646,-0.0036341345,0.0003876249,175,7,0,-0.034347223375196294,0.9996000316125172,0.07175353405644971
SV Pre-Crash Movement,0.00027003489,5.820766e-11,0.00027003483,0.00027003483,0.00027003489,182,0,0,0.010095751961044576,0.981118538074645,
