Feature,Mean_SHAP,Std_SHAP,Max_SHAP,Min_SHAP,Abs_Mean_SHAP,Positive_Count,Negative_Count,Zero_Count,Mean_Original_Value,Std_Original_Value,Correlation_SHAP_Original
SV Precrash Speed (MPH),-0.015085519355045584,0.010305835964540367,0.009083176214514153,-0.024978086479425912,0.015982435567609855,16,166,0,-0.4400424365909132,0.682890087678399,0.3249814078078407
SV Contact Area - Front Left,0.01328410176353279,0.01325209950533342,0.0509973760601191,0.0037949397820952386,0.01328410176353279,182,0,0,-0.19996041778922735,0.8717011196921856,-0.03654029345141275
Crash With,0.011429686859586882,0.00813153418240503,0.01938397363538804,-0.009802508032128208,0.01220725587037837,158,24,0,0.0975393465430408,0.8878822573272712,-0.030391212640991924
State,-0.009299763035425578,0.016690787170994283,0.01645671890176193,-0.060507707897064576,0.011091199600553499,47,135,0,-0.32018733191204835,0.842613668948461,-0.5493077893120717
SV Contact Area - Rear Left,-0.010522088543141444,0.003927849462277281,-0.008091179392896782,-0.028487011391495873,0.010522088543141444,0,182,0,0.17709014225682979,1.1279746835735,0.25270162457672374
SV Contact Area - Right,0.008201247024707198,0.006863378946263706,0.014175103733528928,-0.011191185184284698,0.010322727071316014,164,18,0,-0.03863516342249893,0.943797388242553,-0.09573661904070997
Weather - Cloudy,-0.00681052274542408,0.01506693467306971,0.05477843543872063,-0.05823108507719502,0.010151084340894595,25,157,0,0.1132111329582423,1.184538780288686,-0.14584455217254416
Incident Time (24:00),0.005488645749314214,0.01598070344095471,0.04120901497240316,-0.0034156550184231533,0.00943205972273749,38,144,0,0.1287396116750094,1.0145795477653887,0.09104151585934345
SV Contact Area - Front Right,-0.006617844639249667,0.002167405444706111,-6.522835265751871e-05,-0.00861976025549041,0.006617844639249667,0,182,0,-0.1804662695926296,0.8814374792344889,0.200940998762082
Weather - Fog/Smoke,0.003339358253263356,0.009962525235143791,0.023358267412562993,-0.008727241571468054,0.0065845958561815765,64,118,0,0.0,0.0,
Weather - Clear,0.004328555474186111,0.01097380581509703,0.07499225185637559,-0.005916932651287759,0.0060853837793774825,113,69,0,0.24634665383042867,0.9196518275627901,-0.28171160136408746
Lighting,-0.003360903256960661,0.009868207908709124,0.0022731954078778253,-0.027425528366644667,0.005739592830102308,144,38,0,-0.3916698942401204,1.1107186120135948,0.39616060605175996
Automation System Engaged?,-0.0005539078498153166,0.006161898162187786,0.022735667052811128,-0.012808767522255763,0.005241523594513035,101,81,0,0.3014370304845062,0.6763497017836316,-0.027689716414946105
SV Contact Area - Left,-0.004345415605848881,0.006434656851206925,0.0034175248854701238,-0.02121051273651026,0.004603652971381156,15,167,0,-0.07332261076076699,0.897508077509307,0.08314736496236307
Roadway Type,-0.0023893094165721696,0.0069858874431785204,0.0017671367151111464,-0.021320058073346596,0.0041526720790161726,144,38,0,0.24115682297813823,0.9310498407309442,-0.0328775207127931
SV Contact Area - Front,0.0015607807333836692,0.0033717378518881946,0.004926964775861255,-0.005655296095504012,0.0033670404929217338,105,77,0,-0.40231874432481757,0.7256535162289647,-0.2161934234860243
SV Contact Area - Rear,0.0006274852396213142,0.0027702798726748925,0.006284747652350294,-0.009144239384965773,0.0025372070355621484,102,80,0,0.023686316824951283,1.0138472744183902,-0.054871376225892755
CP Was Vehicle Towed?,0.0010402312623686409,0.0021703019677186746,0.003225299003196388,-0.004047910182564873,0.002233992062661636,130,52,0,-0.5256991749454837,1.0353963147187286,-0.30323948301932885
CP Pre-Crash Movement,0.001467566522453689,0.0026656258039762684,0.015022830456420397,-0.002076421352183204,0.0018335667244192572,122,60,0,-0.2847785230610886,1.0977945752911393,0.20192219622596794
Model Year,-0.0005100572210218452,0.0013818446835887818,0.0022543138824245887,-0.0018532110811533475,0.0014296684432227394,52,130,0,0.12672786410746054,0.7292795602584098,0.08961936260728741
Mileage,-0.00016265680681542738,0.001024501542505735,0.0027239984883877283,-0.0037972253293841692,0.0008110022279598772,66,116,0,-0.2024101493486004,0.3520650268355076,0.03491042328417922
Make,-0.0002837219277562563,0.0008551636050076952,0.0034035624675259795,-0.002509021113180871,0.0007081396796606596,52,130,0,-0.32343959296998004,0.8301355172047779,-0.0595716580737207
Posted Speed Limit (MPH),0.00032019852977083104,0.0011257563696410618,0.005577902166150857,-0.00046233062204581834,0.0005563262604548924,38,144,0,-0.4238227697765716,0.6142232339698711,-0.18612915351621948
ADS Equipped?,-8.379530677510894e-05,0.0003136980818314885,0.001107738464469073,-0.0009900658438193601,0.00020597597236006704,100,82,0,0.7068180427481645,0.8535535611561537,0.3829301457748679
Driver / Operator Type,-5.863160555224687e-05,0.0002439888276278073,0.00015606971376457755,-0.001882941671970228,9.612107407390032e-05,144,38,0,0.7827758867919592,1.4073198843732584,-0.5858877976186316
SV Was Vehicle Towed?,0.0,0.0,0.0,0.0,0.0,0,0,182,-0.34693172511865555,1.062233920279147,
